,text,Label,preprocess_data
1065,ronaldo mãi đỉnh,1.0,ronaldo mãi đỉnh
1066,ý toàn thắng cách biệt 1 bàn cho đến khi vô địch luôn,1.0,ý toàn_thắng cách_biệt 1 bàn cho đến khi vô_địch luôn
1067,anh hải thanh bl hay vãi thề,1.0,anh hải thanh bl hay vãi thề
1068,"nhà đài để tiếng sân vãi đái nhỏ quá, xem không có chút không khí nào",2.0,nhà đài để tiếng sân vãi đái nhỏ quá xem không có chút không_khí nào
1069,vậy nếu pha bóng của số 5 bên bồ đào nhé sút vào phút thứ 53 thành bàn thì tính sao hả mọi người? vì quả penalty của guzia lại diễn ra sau đó?,0.0,vậy nếu pha bóng của số 5 bên bồ_đào nhé sút vào phút thứ 53 thành bàn thì tính sao hả mọi người vì quả penalty của guzia lại diễn ra sau đó
1070,"buồn anh ku, 2 pha ngon ăn thì kevin không nhìn thấy anh đâu",0.0,buồn anh ku 2 pha ngon_ăn thì kevin không nhìn thấy anh đâu
1071,"bình luận buồn ngủ quá anh ơi. khi nào có bàn thắng, anh hô to và dài hơi hơn, cảm hứng hơn tí nhé.",2.0,bình_luận buồn_ngủ quá anh ơi khi nào có bàn thắng anh hô to và dài_hơi hơn cảm_hứng hơn tí nhé
1072,quá hay,1.0,quá hay
1073,làm hightlight không biết chọn lọc làm dài ngoằng đéo hiểu sao hl gì đến 20p,2.0,làm hightlight không biết chọn_lọc làm dài_ngoằng đéo hiểu sao hl gì đến 20p
1074,blv: (( làm tụt cảm xúc quá,2.0,blv làm tụt cảm_xúc quá
1075,bình luận viên chả biêt daubuoi gì,2.0,bình_luận_viên chả biêt daubuoi gì
1076,đá như gà mà vẫn xếp hạng 3 nhỉ,2.0,đá như gà mà vẫn xếp_hạng 3 nhỉ
1077,messi: 6 chiếc giày vàng,1.0,messi 6 chiếc giày vàng
1078,pháp có 3 điểm anh em ở ngoài thì bay xe,0.0,pháp có 3 điểm anh_em ở ngoài thì bay xe
1079,nhận định tây ban nhé sẽ vô địch euro. thắng anh ở chung kết,1.0,nhận_định tây ban nhé sẽ vô_địch euro thắng anh ở chung_kết
1080,euro lỏ,2.0,euro lỏ
1081,2 pha dứt điểm 2 thành bàn,1.0,2 pha dứt_điểm 2 thành bàn
1082,ronaldo có vẻ thích tức giận và gào thét,2.0,ronaldo có_vẻ thích tức_giận và gào_thét
1083,sợ quá nghe như bò giống,2.0,sợ quá nghe như bò giống
1084,người đầu tiên ư,0.0,người đầu_tiên ư
1085,quả pen hơi nặng tay thì phải. xem kỹ thì tác động không quá đáng kể.,0.0,quả pen hơi nặng_tay thì phải xem kỹ thì tác_động không quá_đáng kể
1086,đá vậy mà xếp ứng cử viên,2.0,đá vậy_mà xếp ứng_cử_viên
1087,trận này gôn hay 10đ,1.0,trận này gôn hay 10đ
1088,lakaka không bao giờ làm chúng ta thất vọng,1.0,lakaka không bao_giờ làm chúng_ta thất_vọng
1089,nhìn moric tội thật,0.0,nhìn moric tội thật
1090,mướn người bình lụaan hay gì nà bình luận viên dở ẹc nhiều thằng khen thế nhở. bình luận không bằng 1 gốc mấy trang cá cược nữa,1.0,mướn người bình lụaan hay gì nà bình_luận_viên dở_ẹc nhiều thằng khen thế nhở bình_luận không bằng 1 gốc mấy trang cá_cược nữa
1091,"cặp bài trùng blv, nổ thấy ớn",1.0,cặp_bài_trùng blv nổ thấy ớn
1092,"pháp tao tưởng thế nào, hoá ra cũng phải chật vật lắm mới lấy được 1đ",1.0,pháp tao tưởng thế_nào hoá_ra cũng phải chật_vật lắm mới lấy được 1đ
1093,"không phải fan ronaldo nhưng cứ theo anh là trận nào cũng lượm tiền về túi. anh uy tín nhất giải. anh, pháp, croatia nó bịp kinh khủng",0.0,không phải fan ronaldo nhưng cứ theo anh là trận nào cũng lượm tiền về túi anh uy_tín nhất giải anh pháp croatia nó bịp kinh_khủng
1094,ronanldo: chuyền đi đừng sút,0.0,ronanldo chuyền đi đừng sút
1095,doi hinh co manh ma không hieu y nhau thi cũng nhu bo,2.0,doi hinh co manh ma không hieu y nhau thi cũng nhu bo
1096,tuy 40 tuổi nhưng nhìn vào khả năng rê bóng vào phút 5p20s cũng có thể thấy được đẳng cấp của ronaldo,1.0,tuy 40 tuổi nhưng nhìn vào khả_năng rê bóng vào phút 5p20s cũng có_thể thấy được đẳng_cấp của ronaldo
1097,thứ yếu nhất của anh là huấn luyện viên,2.0,thứ_yếu nhất của anh là huấn_luyện_viên
1098,pháp ảo như anh,1.0,pháp ảo như_anh
1099,đá đúng đội hình anh em yêu thích rồi đó nhưng vận hành vẫn còn giấu bài,0.0,đá đúng đội_hình anh_em yêu thích rồi đó nhưng vận_hành vẫn còn giấu bài
1100,bình luận viên như cơm nguội vậy,2.0,bình_luận_viên như cơm nguội vậy
1101,cái đá vẫn gỗ,2.0,cái đá vẫn gỗ
1102,vinh quang cho ukraine.,1.0,vinh_quang cho ukraine
1103,một người nỗ lực chiến đấu 99% thì lại bị loại còn một người đá bẩn mắt người xem được phút ăn may lại thành siêu phẩm. không biết có dùng ma thuật đen tối nào không nữa.,2.0,một người nỗ_lực chiến_đấu 99 thì lại bị loại còn một người đá bẩn mắt người xem được phút ăn_may lại thành siêu phẩm không biết có dùng ma_thuật đen_tối nào không nữa
1104,"nghiệp chướng anh cu quá nặng, anh cu nên hiến cho thầy wang hết phần tài sản còn lại, cùng vợ con dọn ra 1 cái trời ở phước báu sẽ đến trở lại",2.0,nghiệp_chướng anh cu quá nặng anh cu nên hiến cho thầy wang hết phần tài_sản còn lại cùng vợ_con dọn ra 1 cái trời ở phước báu sẽ đến trở_lại
1105,"tbn hoặc đức sẽ vô địch, anh với pháp vớ phải 2 ông huấn luyện viên bảo thủ lại kém chuyên môn sớm bị loại ở tứ kết.",0.0,tbn hoặc đức sẽ vô_địch anh với pháp vớ phải 2 ông huấn_luyện_viên bảo_thủ lại kém chuyên_môn sớm bị loại ở tứ_kết
1106,woldcup cũng ba mở tỉ số đầu tiên cho tuyển anh kiểu tương tự,0.0,woldcup cũng ba mở tỉ_số đầu_tiên cho tuyển anh kiểu tương_tự
1107,toàn vích,0.0,toàn vích
1108,ronaldo dù không ghi bàn nhưng anh đã cố gắng rồi,1.0,ronaldo dù không ghi_bàn nhưng anh đã cố_gắng rồi
1109,ủa tưởng cdv ra chiến trường hết rồi vẫn đông thế,0.0,ủa tưởng cdv ra chiến_trường hết rồi vẫn đông thế
1110,ông nào bl vậy,0.0,ông nào bl vậy
1111,thủ môn quá đỉnh...,1.0,thủ_môn quá đỉnh
1112,chúc mừng ông cháu guler!,1.0,chúc_mừng ông cháu guler
1113,quá hay,1.0,quá hay
1114,k0 biết huấn luyện viên đọi tuyển anh có xem trận này học hỏi không nữa đưa teleman vào kiểm soát tuyến giữa đưa manooi vào thay anorl khác liền thôi,1.0,k0 biết huấn_luyện_viên đọi tuyển anh có xem trận này học_hỏi không nữa đưa teleman vào kiểm_soát tuyến giữa đưa manooi vào thay anorl khác liền thôi
1115,giống bán độ quá,0.0,giống bán_độ quá
1116,tuyển anh hay nhưng huấn luyện viên không đủ tầm để dẫn dắt. đá mãi cũng chỉ nv thôi,2.0,tuyển anh hay nhưng huấn_luyện_viên không đủ tầm để dẫn_dắt đá mãi cũng chỉ nv thôi
1117,bình luận viên chán vãi ra nói toàn cái gì không,2.0,bình_luận_viên chán vãi ra nói toàn cái gì không
1118,không đuổi gấp cha bình luận viên phế thải này đi?,2.0,không đuổi gấp cha bình_luận_viên phế_thải này đi
1119,2 anh bình luận viên nhiệt quá,1.0,2 anh bình_luận_viên nhiệt quá
1120,"arnold toàn đứng sai vị trí khiến nhịp bóng chậm ( 2/3 sân ). cửa nam đúng chỉ biết copy paste, đến klop chỉ dùng arnold chết mẹ khi chuyển đổi trạng thái ( 1-2 trận cộng đồng mạng nhưng không hiệu quả ). thà kyle walker đá cb, arnold đá rb để j. stones đá cộng đồng mạng còn hiệu quả hơn. chứ k. walker chồng biên xong rồi tuyến 2 không thấy arnold đâu thì chơi bóng 2 kiểu gì?",0.0,arnold toàn đứng sai vị_trí khiến nhịp bóng chậm 23 sân cửa nam đúng chỉ biết copy paste đến klop chỉ dùng arnold chết mẹ khi chuyển_đổi trạng_thái 12 trận cộng_đồng mạng nhưng không hiệu_quả thà kyle walker đá cb arnold đá rb để j stones đá cộng_đồng mạng còn hiệu_quả hơn chứ k walker chồng biên xong rồi tuyến 2 không thấy arnold đâu thì chơi bóng 2 kiểu gì
1121,"vậy là chúng ta chỉ chờ xem trong trận chung kết hà lan sẽ gặp đội nào trong 4 đội đức, tây ban nha, pháp, và bồ đào nha.",0.0,vậy là chúng_ta chỉ chờ xem trong trận chung_kết hà_lan sẽ gặp đội nào trong 4 đội đức tây_ban_nha pháp và bồ_đào_nha
1122,mới xong trận có liền thế,0.0,mới xong trận có liền thế
1123,nếu xét tổng thể thì mọi trận đấu của euro năm nay rất đáng xem vì sự cạnh tranh giữa những quốc gia đều là châu âu nên lối đá luôn có sự giao thoa rất chất lượng nên các đội bóng nhỏ đều có khả năng giành chiến thắng chứ không còn cái lối đá tù túng hoàn toàn như xưa mà có thể thấy các cầu thủ dù bình thường nhưng có những pha xử lí rất tinh tế và gọn gàng nhưng cũng rất hiệu quả chỉ là không thể so tổng thể với các siêu sao thôi nhưng bù lại nếu lối chả hiểu sao đủ đoàn kết và chắt chiu được nhưng cơ hội thì hoàn toàn có thể hoà hoặc thậm trí thắng nếu mấy đội tuyển mạnh đá hơi vô duyên với khung thành nhưng nếu xét về đường dài thì hầu hết chỉ có các đội tuyển mạnh sẽ đi tiếp nên hãy tận dụng thời điểm này để xem được những trận đấu đầy màu sắc và khát khao của cả vận động viên cũng như cổ động viên trên toàn châu âu. quá cháy,0.0,nếu xét tổng_thể thì mọi trận đấu của euro năm nay rất đáng xem vì sự cạnh_tranh giữa những quốc_gia đều là châu_âu nên lối đá luôn có sự giao_thoa rất chất_lượng nên các đội bóng nhỏ đều có khả_năng giành chiến_thắng chứ không còn cái lối đá tù_túng hoàn_toàn như xưa mà có_thể thấy các cầu_thủ dù bình_thường nhưng có những pha xử_lí rất tinh_tế và gọn_gàng nhưng cũng rất hiệu_quả chỉ là không_thể so tổng_thể với các siêu_sao thôi nhưng bù lại nếu lối chả hiểu sao đủ đoàn_kết và chắt_chiu được nhưng cơ_hội thì hoàn_toàn có_thể hoà hoặc thậm trí thắng nếu mấy đội_tuyển mạnh đá hơi vô_duyên với khung_thành nhưng nếu xét về đường dài thì hầu_hết chỉ có các đội_tuyển mạnh sẽ đi tiếp nên hãy tận_dụng thời_điểm này để xem được những trận đấu đầy màu_sắc và khát_khao của cả vận_động_viên cũng như cổ_động_viên trên toàn châu_âu quá cháy
1124,sao không có đoạn cuối vậy mọi người?,0.0,sao không có đoạn cuối vậy mọi người
1125,đội mạnh quá. mạnh ai nấy đá,2.0,đội mạnh quá mạnh ai nấy đá
1126,bóng đá như thế nào thì mất đi cai hay. liệt vị nó cũng ảo ma vãi,2.0,bóng_đá như thế nào thì mất đi cai hay liệt vị nó cũng ảo ma vãi
1127,"tui thấy trận banh này bình thường mà các bác, theo albani cũng nhiều, chứ có theo croatia hết đâu mà các bác nói nhảy cầu lắm thế, cả xóm tui đi albani nè,.",0.0,tui thấy trận banh này bình_thường mà các bác theo albani cũng nhiều chứ có theo croatia hết đâu mà các bác nói nhảy_cầu lắm thế cả xóm tui đi albani nè
1128,giả vờ cãi nhau để khiến đội bạn mấy tập trung => đá phản lưới nhà,2.0,giả_vờ cãi nhau để khiến đội bạn mấy tập_trung đá phản lưới nhà
1129,hay,1.0,hay
1130,scotland cần 3đ. hiệu số âm cao. lại đi đá sơ đồ 5 hậu vệ. định thủ hoà à?,0.0,scotland cần 3đ hiệu_số âm cao lại đi đá sơ_đồ 5 hậu_vệ định thủ_hoà à
1131,"quá cảm xúc, tuyệt vời đội tuyển của tôi, tuy khó khăn và hy vọng mong manh nhưng vẫn mong ý sẽ bảo vệ được chức vô địch",1.0,quá cảm_xúc tuyệt_vời đội_tuyển của tôi tuy khó_khăn và hy_vọng mong_manh nhưng vẫn mong ý sẽ bảo_vệ được chức vô_địch
1132,qua thời vàng coroatia rồi,2.0,qua thời vàng coroatia rồi
1133,hoi xưa tắc kè bông.. là đá đội nào cũng thắng.... bây giờ thì nhớ phạm loi.......,2.0,hoi xưa tắc_kè bông là đá đội nào cũng thắng bây_giờ thì nhớ phạm loi
1134,"liu men từ bình luận viên bóng đá lậu, giờ phát triển vãi chưởng",1.0,liu men từ bình_luận_viên bóng_đá lậu giờ phát_triển vãi chưởng
1135,vào rất đẹp,1.0,vào rất đẹp
1136,bình luận viên không hay chút nào,2.0,bình_luận_viên không hay chút nào
1137,cu em định trượt cỏ đồng đội ngăn cản.. cay gì đâu,0.0,cu em định trượt cỏ đồng_đội ngăn_cản cay gì đâu
1138,croatia chuyen bị đối thủ hạ phút cuối của bù giờ không,0.0,croatia chuyen bị đối_thủ hạ phút cuối của bù giờ không
1139,trộng tài đội georgia thì không phạt còn đội bồ đào nhé thì phạt trộng tài bị mua truột,2.0,trộng tài đội georgia thì không phạt còn đội bồ_đào nhé thì phạt trộng tài bị mua truột
1140,siuuuuuuuuuuu,1.0,siuuuuuuuuuuu
1141,"mỗi đội có 1 bàn cho nó hào hứng, phun phí cơ hội quá",0.0,mỗi đội có 1 bàn cho nó hào_hứng phun phí cơ_hội quá
1142,bình luận viên nghe rất chán,2.0,bình_luận_viên nghe rất chán
1143,ronaldo: 0 quả bóng vàng,2.0,ronaldo 0 quả bóng vàng
1144,thời degea cụg bị nó mà loại,0.0,thời degea cụg bị nó mà loại
1145,soạn dk30 gửi 1331 hoặc truy cập,0.0,soạn dk30 gửi 1331 hoặc truy_cập
1146,năm nay nhiều đội lạ hoắc: )) xem uero bao năm giờ mới nghe tên,0.0,năm nay nhiều đội lạ_hoắc xem uero bao năm giờ mới nghe tên
1147,lên cầu rẽ phải,0.0,lên cầu rẽ phải
1148,"- năm 2012: trọng tài pedro proença (quốc tịch bồ đào nha), sau đó trận chung kết euro năm 2016, đội tuyển bồ đào nhé góp mặt.",0.0,năm 2012 trọng_tài pedro proença quốc_tịch bồ_đào_nha sau đó trận chung_kết euro năm 2016 đội_tuyển bồ_đào nhé góp_mặt
1149,quiqjqjqjqhaujahahqhqhhajqjqjhqhqhqhhhquqhhqhqhqukkqjjqjqkqkjqkqkqkqjqkkqkkqkjqjjqjqjqjjqjqjqhjqjqhhhajhajqhqhhqhqhqjaijqhqjqiqjquhqhqhqu,0.0,quiqjqjqjqhaujahahqhqhhajqjqjhqhqhqhhhquqhhqhqhqukkqjjqjqkqkjqkqkqkqjqkkqkkqkjqjjqjqjqjjqjqjqhjqjqhhhajhajqhqhhqhqhqjaijqhqjqiqjquhqhqhqu
